what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1464738867770
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1464738867770
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1464738867770
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1464738867770
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1464738867770
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1464738867770
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1464738867770
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1464738867770
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1464738867770
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1464738867786
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1464738867787
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1464738867787
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1464738867787
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1464738867788
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1464738867788
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1464738867788
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1464738867789
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1464738867789
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1464738867790
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1464738867790
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1464738867791
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1464738867791
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1464738867791
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1464738867792
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1464738867792
started,bundle,org.sonar.ide.eclipse.core,2.3.0.20111209-1529,"org.sonar.ide.eclipse.core",1464738867792
started,bundle,org.sonar.ide.eclipse.mylyn.core,2.3.0.20111209-1529,"org.sonar.ide.eclipse.mylyn.core",1464738867792
started,bundle,org.sonar.ide.eclipse.mylyn.ui,2.3.0.20111209-1529,"org.sonar.ide.eclipse.mylyn.ui",1464738867792
started,bundle,org.sonar.ide.eclipse.runtime,2.3.0.20111209-1529,"org.sonar.ide.eclipse.runtime",1464738867792
started,bundle,org.sonar.ide.eclipse.ui,2.3.0.20111209-1529,"org.sonar.ide.eclipse.ui",1464738867792
started,bundle,org.sonar.ide.eclipse.wsclient,2.3.0.20111209-1529,"org.sonar.ide.eclipse.wsclient",1464738867792
started,bundle,org.eclipse.m2e.logback.configuration,1.2.0.20120903-1050,"org.eclipse.m2e.logback.configuration",1464738867792
started,bundle,org.tigris.subversion.clientadapter,1.10.3,"org.tigris.subversion.clientadapter",1464738867792
started,bundle,org.tigris.subversion.subclipse.core,1.10.7,"org.tigris.subversion.subclipse.core",1464738867792
started,bundle,org.tigris.subversion.subclipse.ui,1.10.8,"org.tigris.subversion.subclipse.ui",1464738867792
started,bundle,com.collabnet.subversion.merge,4.1.0,"com.collabnet.subversion.merge",1464738867792
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1464738867792
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1464738867792
started,bundle,net.sf.jautodoc,1.12.0,"net.sf.jautodoc",1464738867792
os,sysinfo,,,"win32",1464738867792
arch,sysinfo,,,"x86",1464738867792
ws,sysinfo,,,"win32",1464738867792
locale,sysinfo,,,"zh_CN",1464738867792
processors,sysinfo,,,"4",1464738867792
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1464738867792
java.runtime.version,sysinfo,,,"1.6.0_25-b06",1464738867792
java.specification.name,sysinfo,,,"Java Platform API Specification",1464738867792
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1464738867792
java.specification.version,sysinfo,,,"1.6",1464738867792
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1464738867792
java.version,sysinfo,,,"1.6.0_25",1464738867792
java.vm.info,sysinfo,,,"mixed mode, sharing",1464738867792
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1464738867792
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1464738867792
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1464738867792
java.vm.specification.version,sysinfo,,,"1.0",1464738867792
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1464738867792
java.vm.version,sysinfo,,,"20.0-b11",1464738867792
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1464738868821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1464738869807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1464738873510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1464738879648
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1464738889837
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1464738889937
stopped,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v201108120600,"org.eclipse.datatools.enablement.hsqldb.ui",1464738890153
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1464738890153
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.postgresql.ui",1464738890169
stopped,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.sqlite.ui",1464738890169
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.0.1.v201108080010,"org.eclipse.jpt.jpa.eclipselink.ui",1464738890169
stopped,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1464738890169
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.1.v201004070709,"org.eclipse.datatools.connectivity.db.generic.ui",1464738890169
stopped,bundle,org.eclipse.datatools.connectivity.apache.derby.ui,1.0.3.v201007080903,"org.eclipse.datatools.connectivity.apache.derby.ui",1464738890169
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1464738890169
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111150,"org.eclipse.datatools.enablement.sybase.asa.ui",1464738890169
stopped,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1464738890169
stopped,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090458,"org.eclipse.datatools.enablement.sybase.ui",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.data.ui,1.2.1.v201010270945,"org.eclipse.datatools.sqltools.data.ui",1464738890169
stopped,bundle,org.eclipse.datatools.connectivity.sqm.server.ui,1.1.100.v201009280455,"org.eclipse.datatools.connectivity.sqm.server.ui",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.1.v201002270530,"org.eclipse.datatools.sqltools.ddlgen.ui",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.db.derby.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.derby.ui",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.db.generic.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.generic.ui",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v201003161000,"org.eclipse.datatools.sqltools.debugger.core.ui",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.routineeditor.ui,1.0.1.v201004060545,"org.eclipse.datatools.sqltools.routineeditor.ui",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.sqlbuilder,1.0.3.v201009131745,"org.eclipse.datatools.sqltools.sqlbuilder",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.debugger.core",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages,1.1.0.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui,1.1.1.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.sqlscrapbook",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.0.2.v201009230800,"org.eclipse.datatools.sqltools.sqleditor",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.editor.core.ui,1.0.0.v201001150815,"org.eclipse.datatools.sqltools.editor.core.ui",1464738890169
stopped,bundle,org.eclipse.datatools.sqltools.tabledataeditor,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.tabledataeditor",1464738890169
stopped,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.0.v201002281800,"org.eclipse.datatools.connectivity.sqm.core.ui",1464738890169
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004290730,"org.eclipse.jst.j2ee.ejb.annotations.ui",1464738890169
stopped,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.ui.dse",1464738890169
stopped,bundle,edu.umd.cs.findbugs.plugin.eclipse,2.0.1.20120712,"edu.umd.cs.findbugs.plugin.eclipse",1464738890169
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1464738890169
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1464738890184
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.200.v201104061711,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1464738890184
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui",1464738890184
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1464738890184
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1464738890184
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.100.v201104061711,"org.eclipse.jst.pagedesigner.jsf.ui",1464738890184
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.103.v201109010833,"org.eclipse.jst.pagedesigner",1464738890184
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.100.v201104061711,"org.eclipse.jst.jsf.common.ui",1464738890184
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1464738890200
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.2.v201108260345,"org.eclipse.datatools.connectivity.oda.template.ui",1464738890201
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1464738890202
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1464738890202
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110819-0851,"org.eclipse.pde.runtime",1464738890203
